id,name,type_1,type_2,ability_1,ability_2,hidden_ability,classification,hp,attack,defense,special_attack,special_defense,speed,color,height(m),weight(kg),shape,habitat,egg_group_1,egg_group_2,held_items,is_legendary,flavor_text
674,Pancham,fighting,,iron-fist,mold-breaker,scrappy,Playful Pokémon,67,82,62,46,48,43,white,0.6,8.0,upright,,ground,humanshape,mental-herb,False,"It’s desperate to intimidate its opponents. Be nice and pretend to be scared if you catch it glaring at you intensely. It follows Pangoro around like a henchman. When Pancham makes a big mistake, its leaf gets taken away. There’s no point to the leaf in its mouth, aside from an effort to look cool. It’s mischievous, so it’s not well suited to inexperienced Trainers. It does its level best to glare and pull a scary face, but it can’t help grinning if anyone pats its head. It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey. It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark. Wanting to make sure it’s taken seriously, Pancham’s always giving others a glare. But if it’s not focusing, it ends up smiling. It grows up imitating the behavior of Pangoro, which it looks up to as a leader."
675,Pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,Daunting Pokémon,95,124,78,69,71,58,white,2.1,136.0,humanoid,,ground,humanshape,mental-herb,False,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole. Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies. It boasts superb physical strength. Those who wish to become Pangoro’s Trainer have no choice but to converse with their fists. Using its leaf, Pangoro can predict the moves of its opponents. It strikes with punches that can turn a dump truck into scrap with just one hit. This rowdy Pokémon boasts great physical strength. Many Trainers are also smitten by its lively character. Pangoro is the type to talk with its fists. It doesn’t say much as it pummels opponents with enough force to send a dump truck flying. From the slight twitches of its bamboo leaf, it deduces its opponent’s movements. It’s eager to tussle but kindhearted toward its companions. This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon."
676,Furfrou,normal,,fur-coat,,,Poodle Pokémon,75,80,60,65,90,102,white,1.2,28.0,quadruped,,ground,,,False,"Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements. There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style. Historically, in the Kalos region, these Pokémon were the designated guardians of the king. Left alone, its fur will grow longer and longer, but it will only allow someone it trusts to cut it."
677,Espurr,psychic,,keen-eye,infiltrator,own-tempo,Restraint Pokémon,62,48,54,63,60,68,gray,0.3,3.5,upright,,ground,,,False,"The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out. Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power. It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power. There’s enough psychic power in Espurr to send a wrestler flying, but because this power can’t be controlled, Espurr finds it troublesome."
678,Meowstic,psychic,,keen-eye,infiltrator,prankster,Constraint Pokémon,74,48,76,83,81,104,blue,0.6,8.5,upright,,ground,,,False,"Females are a bit more selfish and aggressive than males. If they don’t get what they want, they will torment you with their psychic abilities. The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense. When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust. The defensive instinct of the males is strong. It’s when they’re protecting themselves or their partners that they unleash their full power. Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however. If it doesn’t hold back when it unleashes its psychic power, it can tear apart a tanker. Its unfriendliness is part of its charm."
679,Honedge,steel,ghost,no-guard,,,Sword Pokémon,45,80,100,35,37,28,brown,0.8,2.0,blob,,mineral,,,False,"The blue eye on the sword’s handguard is the true body of Honedge. With its old cloth, it drains people’s lives away. Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force. If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely. Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body."
680,Doublade,steel,ghost,no-guard,,,Sword Pokémon,59,110,150,45,49,35,brown,0.8,4.5,heads,,mineral,,,False,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay. The two swords employ a strategy of rapidly alternating between offense and defense to bring down their prey. When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons. Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents."
681,Aegislash,steel,ghost,stance-change,,,Royal Sword Pokémon,60,50,140,50,140,60,brown,1.7,53.0,blob,,mineral,,,False,"Its potent spectral powers allow it to manipulate others. It once used its powers to force people and Pokémon to build a kingdom to its liking. Once upon a time, a king with an Aegislash reigned over the land. His Pokémon eventually drained him of life, and his kingdom fell with him. Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king. This stance is dedicated to offense. It can cleave any opponent with the strength and weight of its steel blade. In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack. Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Spritzee,fairy,,healer,,aroma-veil,Perfume Pokémon,78,52,60,63,65,23,pink,0.2,0.5,arms,,fairy,,,False,"The scent its body gives off enraptures those who smell it. Noble ladies had no shortage of love for Spritzee. It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten. A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces. In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
683,Aromatisse,fairy,,healer,,aroma-veil,Fragrance Pokémon,101,72,72,99,89,29,pink,0.8,15.5,humanoid,,fairy,,,False,"The scents Aromatisse can produce range from sweet smells that bolster allies to foul smells that sap an opponent’s will to fight. Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it. It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle. The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell."
684,Swirlix,fairy,,sweet-veil,,unburden,Cotton Candy Pokémon,62,48,66,59,57,49,white,0.4,3.5,legs,,fairy,,,False,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy. The sweet smell of cotton candy perfumes Swirlix’s fluffy fur. This Pokémon spits out sticky string to tangle up its enemies. To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy. It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy."
685,Slurpuff,fairy,,sweet-veil,,unburden,Meringue Pokémon,82,80,86,85,75,72,white,0.8,5.0,humanoid,,fairy,,,False,"Slurpuff’s fur contains a lot of air, making it soft to the touch and lighter than it looks. Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose! It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work. By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications."
686,Inkay,dark,psychic,contrary,suction-cups,infiltrator,Revolving Pokémon,53,54,53,37,46,45,blue,0.4,3.5,tentacles,,water1,water2,,False,"Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight. It draws prey near with its blinking lights and then wraps them up in its long tentacles and holds them in place. It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light. When exchanging information with others of its kind, it flashes the light-emitting spots on its body in a complex rhythm. It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide. By exposing foes to the blinking of its luminescent spots, Inkay demoralizes them, and then it seizes the chance to flee."
687,Malamar,dark,psychic,contrary,suction-cups,infiltrator,Overturning Pokémon,86,92,88,68,75,73,blue,1.5,47.0,blob,,water1,water2,,False,"When it comes to strong hypnosis, there’s an endless number of people who utilize Malamar for their nefarious deeds. It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids. It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants. It flashes the pattern on its torso to control its prey and draw them in. The edges of its fins are supremely sharp. It’s said that Malamar’s hypnotic powers played a role in certain history-changing events. Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control."
688,Binacle,rock,water,tough-claws,sniper,pickpocket,Two-Handed Pokémon,42,52,67,39,56,50,brown,0.5,31.0,heads,,water3,,,False,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline. After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide. If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive. Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,Barbaracle,rock,water,tough-claws,sniper,pickpocket,Collective Pokémon,72,105,115,54,86,68,brown,1.3,96.0,heads,,water3,,,False,"Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs. Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat. Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders. When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,Skrelp,poison,water,poison-point,poison-touch,adaptability,Mock Kelp Pokémon,50,60,60,60,60,30,brown,0.5,7.3,blob,,water1,dragon,,False,"It vanishes into seaweed and remains perfectly still to avoid attacks from large Pokémon. Rotten seaweed is its main food source. Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off. It looks just like rotten kelp. It hides from foes while storing up power for its evolution. Skrelp looks like a piece of rotten seaweed, so it can blend in with seaweed drifting on the ocean and avoid being detected by enemies. It’s not good at swimming, so it clings to the seaweed. In the Alola region, it’s often found near Dhelmise. It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead."
691,Dragalge,poison,dragon,poison-point,poison-touch,adaptability,Mock Kelp Pokémon,65,75,90,97,123,44,brown,1.8,81.5,blob,,water1,dragon,,False,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory. Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea. Tales are told of ships that wander into seas where Dragalge live, never to return. Dragalge generates dragon energy by sticking the plume on its head out above the ocean’s surface and bathing it in sunlight. This vicious Pokémon sprays a poisonous liquid on opponents that come near. For whatever reason, it gets along really well with Dhelmise. It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal."
692,Clauncher,water,,mega-launcher,,,Water Gun Pokémon,50,53,62,58,63,44,blue,0.5,8.3,armor,,water1,water3,,False,"By detonating gas that accumulates in its right claw, this Pokémon launches water like a bullet. This is how Clauncher defeats its enemies. Its claws occasionally fall off, and it keeps a low profile until they grow back. The meat of its claws is so delicious! Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar. They knock down flying prey by firing compressed water from their massive claws like shooting a pistol. It moves around by jetting water from its right pincer. It has a poor sense of balance, so it’s terrible at swimming straight. Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock."
693,Clawitzer,water,,mega-launcher,,,Howitzer Pokémon,71,73,88,120,89,59,blue,1.3,35.3,squiggle,,water1,water3,,False,"Clawitzer’s right arm is a cannon that launches projectiles made of seawater. Shots from a Clawitzer’s cannon arm can sink a tanker. Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls. Its right arm is packed with meat. When its pincer falls off, it’s exported to be used as a cooking ingredient. By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots. It compresses the water it has sucked up and then projects it with enough power to punch a hole right through a thick sheet of iron. After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target."
694,Helioptile,electric,normal,dry-skin,sand-veil,solar-power,Generator Pokémon,44,38,33,61,43,70,yellow,0.5,6.0,upright,,monster,dragon,,False,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement. The sun powers this Pokémon’s electricity generation. Interruption of that process stresses Helioptile to the point of weakness. When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves. The frills on either side of its head have cells that generate electricity when exposed to sunlight."
695,Heliolisk,electric,normal,dry-skin,sand-veil,solar-power,Generator Pokémon,62,55,52,109,94,109,yellow,1.0,21.0,upright,,monster,dragon,,False,"One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city. They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper. It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds. A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them."
696,Tyrunt,rock,dragon,strong-jaw,,sturdy,Royal Heir Pokémon,58,89,77,45,45,48,brown,0.8,26.0,upright,,monster,dragon,,False,"Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago. Its large jaw has incredible destructive power. Some theories suggest that its restored form is different from its form of long ago. This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild. Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it’s trying to frolic with are gravely injured."
697,Tyrantrum,rock,dragon,strong-jaw,,rock-head,Despot Pokémon,82,121,119,69,59,71,red,2.5,270.0,upright,,monster,dragon,,False,"Complete restoration is impossible, allowing room for theories that its entire body was once covered in a feather-like coat. The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws. Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited. Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
698,Amaura,rock,ice,refrigerate,,snow-warning,Tundra Pokémon,77,59,50,67,63,46,blue,1.3,25.2,quadruped,,monster,,,False,"It lived in cold areas in ancient times. It’s said that when Amaura whinnies, auroras appear in the night sky. Amaura was restored successfully, but it’s not expected to live long because of the heat of the current environment. This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum. This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years."
699,Aurorus,rock,ice,refrigerate,,snow-warning,Tundra Pokémon,123,77,72,99,92,58,blue,2.7,225.0,quadruped,,monster,,,False,"This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit. Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack. The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice. An Aurorus was found frozen solid within a glacier, just as it appeared long ago, which became quite a big event in the news."
700,Sylveon,fairy,,cute-charm,,pixilate,Intertwining Pokémon,95,65,65,110,130,60,pink,1.0,23.5,quadruped,,ground,,,False,"Once a fight breaks out, it will unflinchingly charge at dragon Pokémon that are many times larger than itself. Sylveon wraps its ribbonlike feelers around its Trainer’s arm because this touch enables it to read its Trainer’s feelings. There’s a Galarian fairy tale that describes a beautiful Sylveon vanquishing a dreadful dragon Pokémon. It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her. Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks. By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict. It sends a soothing aura from its ribbonlike feelers to calm fights. When this Pokémon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces."
701,Hawlucha,fighting,flying,limber,unburden,mold-breaker,Wrestling Pokémon,78,92,75,74,63,118,green,0.8,21.5,humanoid,,humanshape,,kings-rock,False,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama. It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move. With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against. In combat, Hawlucha leaps nimbly about, taking advantage of its opponents’ blind spots. It’s also skilled at using superb submission holds. It overwhelms opponents with quick moves, but sometimes it showboats for too long when it’s using a special move and gets itself into a pinch. It always strikes a pose before going for its finishing move. Sometimes opponents take advantage of that time to counterattack."
702,Dedenne,electric,fairy,cheek-pouch,pickup,plus,Antenna Pokémon,67,58,57,81,67,101,yellow,0.2,2.2,upright,,ground,fairy,,False,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers. Its upper whiskers are sensors that survey its surroundings. Its lower whiskers are organs that shoot electricity. Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances. It sneaks into people’s homes and steals electricity from their outlets. When your electric bill seems off, it’s the handiwork of this rascal. A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another. Since Dedenne can’t generate much electricity on its own, it steals electricity from outlets or other electric Pokémon."
703,Carbink,rock,fairy,clear-body,,sturdy,Jewel Pokémon,50,50,150,50,150,50,gray,0.3,5.7,ball,,fairy,mineral,,False,"Although this Pokémon is not especially rare, its glittering, jewel-draped body draws attention from people. Some say that deep beneath the surface of the world, a pack of Carbink live with their queen in a kingdom of jewels. It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves. Born from the temperatures and pressures deep underground, it fires beams from the stone in its head. To keep the jewels on their bodies free of tarnish, packs of Carbink use their soft manes to polish one another’s jewels. Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body."
704,Goomy,dragon,,sap-sipper,hydration,gooey,Soft Tissue Pokémon,45,50,35,55,75,40,purple,0.3,2.8,squiggle,,dragon,,shed-shell,False,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon. It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly. The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out. The weakest of all Dragon-type Pokémon, it’s unable to breathe if its skin dries out, so it sticks to shady places. Its body is mostly water. If it dries out, it will die, so it’s always sitting with perfect stillness in the shade. Its source of protection is its slimy, germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing. It uses its horns to check out its surroundings. They’re very sensitive, so if you grab them, it will feel a strong shock and be unable to move. Their horns are powerful sensors. As soon as Goomy pick up any sign of enemies, they go into hiding. This is how they’ve survived."
705,Sliggoo,dragon,,sap-sipper,hydration,gooey,Soft Tissue Pokémon,68,75,53,83,113,60,purple,0.8,17.5,squiggle,,dragon,,shed-shell,False,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose. It crawls along sluggishly. The swirly protrusion on its back is filled with its brain and other organs. Its entire body is covered with gooey mucus that can dissolve anything. Be sure to put gloves on if you’re going to touch it. It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything. Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it. The lump on its back contains its tiny brain. It thinks only of food and escaping its enemies. This Pokémon’s mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they’re nicely dissolved, it slurps them up. It has trouble drawing a line between friends and food. It will calmly try to melt and eat even those it gets along well with."
706,Goodra,dragon,,sap-sipper,hydration,gooey,Dragon Pokémon,90,100,70,110,150,80,purple,2.0,150.5,upright,,dragon,,,False,"An amazingly friendly Pokémon, but if left to itself, loneliness overcomes it, and it oozes gooey tears. This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime. It’s very friendly toward people. If you grow close to it, Goodra will hug you with its sticky, slime-covered body. Don’t get mad. Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable. Its form of offense is forcefully stretching out its horns. The strikes land 100 times harder than any blow from a heavyweight boxer. Underneath its slimy skin is a thick layer of fat, and the combination of the two makes enemies’ attacks slide right off. It gets picked on because it’s meek. But then, whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail. It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers."
707,Klefki,steel,fairy,prankster,,magician,Key Ring Pokémon,57,80,91,80,87,75,gray,0.2,3.0,ball,,mineral,,,False,"This even-tempered Pokémon has a habit of collecting keys. It will sneak into people’s homes to steal their keys. Although it’s unclear why it collects keys, giving it a key makes Klefki very happy. However, it apparently only likes master keys. It inserts its horn into chinks in metal, absorbing metal ions. For some reason, it collects keys. Long ago it lived in mines, but once the minerals that make up its diet became scarcer, Klefki began appearing in human settlements. These key collectors threaten any attackers by fiercely jingling their keys at them. This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what. Klefki sucks in metal ions with the horn topping its head. It seems this Pokémon loves keys so much that its head needed to look like one, too. It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
708,Phantump,ghost,grass,natural-cure,frisk,harvest,Stump Pokémon,43,70,48,50,60,38,brown,0.4,7.0,arms,,plant,indeterminate,,False,"According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid. An unknown spirit came to lodge in a tree stump, creating this Pokémon. A cure-all can be made from an infusion of its green leaves. With a voice like a human child’s, it cries out to lure adults deep into the forest, getting them lost among the trees. These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests. According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest. By imitating the voice of a child, it causes people to get hopelessly lost deep in the forest. It’s trying to make friends with them. These Pokémon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams. After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon."
709,Trevenant,ghost,grass,natural-cure,frisk,harvest,Elder Tree Pokémon,85,110,76,65,82,56,brown,1.5,71.0,tentacles,,plant,indeterminate,,False,"This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness. This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest. Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body. People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind. It can control trees at will. It will trap people who harm the forest, so they can never leave. Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them. It’s feared as a ghost of the forest. Lumberjacks bring along Fire types, which Trevenant hates, when they enter the forest. Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell."
710,Pumpkaboo,ghost,grass,pickup,frisk,insomnia,Pumpkin Pokémon,49,66,70,44,55,51,brown,0.4,5.0,ball,,indeterminate,,,False,"When taking spirits to the afterlife, large Pumpkaboo prefer the spirits of adults to those of children. Large Pumpkaboo are said to be the product of areas where many lost souls lingered. The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it. Massive Pumpkaboo are said to be the product of areas where a great number of lost souls lingered. Supersized Pumpkaboo are very partial to the spirits of people who were of similarly superior proportions. It is said to carry wandering spirits to the place where they belong so they can move on. When taking spirits to the afterlife, small Pumpkaboo prefer the spirits of children to those of adults. The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active. Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife. Small Pumpkaboo are said to be the product of areas where few lost souls lingered."
711,Gourgeist,ghost,grass,pickup,frisk,insomnia,Pumpkin Pokémon,65,90,122,58,75,84,brown,0.9,12.5,blob,,indeterminate,,,False,"Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife. Small Gourgeist pretend to be children to fool adults. Anyone who falls for the act gets carried away to the hereafter. It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey. A large-sized Pumpkaboo evolves into a large-sized Gourgeist. Its bodily proportions also get passed on to its descendants. Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed. Supersized Gourgeist aren’t picky. They will forcefully drag anyone off to the afterlife. Large Gourgeist put on the guise of adults, taking the hands of children to lead them to the afterlife. A small-sized Pumpkaboo evolves into a small-sized Gourgeist. Its bodily proportions also get passed on to its descendants. A supersized Pumpkaboo evolves into a supersized Gourgeist. Its bodily proportions also get passed on to its descendants. In the darkness of a new-moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife."
712,Bergmite,ice,,own-tempo,ice-body,sturdy,Ice Chunk Pokémon,55,69,85,32,35,28,blue,1.0,99.5,quadruped,,monster,,,False,"This Pokémon lives in areas of frigid cold. It secures itself to the back of an Avalugg by freezing its feet in place. It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice. Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains. They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor."
713,Avalugg,ice,,own-tempo,ice-body,sturdy,Iceberg Pokémon,95,117,184,44,46,28,blue,2.0,505.0,quadruped,,monster,,,False,"Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way. The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice. At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs. As Avalugg moves about during the day, the cracks in its body deepen. The Pokémon’s body returns to a pristine state overnight."
714,Noibat,flying,dragon,frisk,infiltrator,telepathy,Sound Wave Pokémon,40,30,35,45,40,55,purple,0.5,8.0,wings,,flying,,,False,"No wavelength of sound is beyond Noibat’s ability to produce. The ultrasonic waves it generates can overcome much larger Pokémon. They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz. It flies around in search of fruit to eat. It uses ultrasonic waves to detect which fruits are ripe. Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves. After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit. Fruits are its favorite foods. This gourmet carefully picks out just the ripe ones using its sonar."
715,Noivern,flying,dragon,frisk,infiltrator,telepathy,Sound Wave Pokémon,85,70,80,97,80,123,purple,1.5,85.0,wings,,flying,,,False,"Flying through the darkness, it weakens enemies with ultrasonic waves that could crush stone. Its fangs finish the fight. Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark. This hot-blooded Pokémon attacks anything it sees with ultrasonic waves that can crush boulders. They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark. The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack. Although it has a violent disposition, if you give it a nice ripe fruit that it loves, Noivern will suddenly become tame."
716,Xerneas,fairy,,fairy-aura,,,Life Pokémon,126,131,95,131,98,99,blue,3.0,215.0,quadruped,,no-eggs,,,True,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life. Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival."
717,Yveltal,dark,flying,dark-aura,,,Destruction Pokémon,126,131,95,131,98,99,red,5.8,203.0,wings,,no-eggs,,,True,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more. When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,Zygarde,dragon,ground,aura-break,,,Order Pokémon,108,100,121,81,95,95,green,5.0,305.0,squiggle,,no-eggs,,,True,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power. This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem. Some say it can change to an even more powerful form when battling those who threaten the ecosystem. This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy. It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives. It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it."
719,Diancie,rock,fairy,clear-body,,,Jewel Pokémon,50,100,150,100,150,50,pink,0.7,8.8,arms,,no-eggs,,,False,"It can instantly create many diamonds by compressing the carbon in the air between its hands. A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
